Article,Article Description
900000003850050050,FSV;1.74; FWD W;ZWEI;75;--;5.00;0.50
900000003850050025,FSV;1.74; FWD W;ZWEI;75;--;5.00;0.25
900000003850050000,FSV;1.74; FWD W;ZWEI;75;--;5.00;0.00
900000003850047200,FSV;1.74; FWD W;ZWEI;75;--;4.75;2.00
900000003850047175,FSV;1.74; FWD W;ZWEI;75;--;4.75;1.75
900000003850047150,FSV;1.74; FWD W;ZWEI;75;--;4.75;1.50
900000003850047125,FSV;1.74; FWD W;ZWEI;75;--;4.75;1.25
900000003850047100,FSV;1.74; FWD W;ZWEI;75;--;4.75;1.00
900000003850047075,FSV;1.74; FWD W;ZWEI;75;--;4.75;0.75
900000003850047050,FSV;1.74; FWD W;ZWEI;75;--;4.75;0.50
900000003850047025,FSV;1.74; FWD W;ZWEI;75;--;4.75;0.25
900000003850047000,FSV;1.74; FWD W;ZWEI;75;--;4.75;0.00
900000003850045200,FSV;1.74; FWD W;ZWEI;75;--;4.50;2.00
900000003850045175,FSV;1.74; FWD W;ZWEI;75;--;4.50;1.75
900000003850045150,FSV;1.74; FWD W;ZWEI;75;--;4.50;1.50
900000003850045125,FSV;1.74; FWD W;ZWEI;75;--;4.50;1.25
900000003850045100,FSV;1.74; FWD W;ZWEI;75;--;4.50;1.00
900000003850045075,FSV;1.74; FWD W;ZWEI;75;--;4.50;0.75
900000003850045050,FSV;1.74; FWD W;ZWEI;75;--;4.50;0.50
900000003850045025,FSV;1.74; FWD W;ZWEI;75;--;4.50;0.25
900000003850045000,FSV;1.74; FWD W;ZWEI;75;--;4.50;0.00
900000003850042200,FSV;1.74; FWD W;ZWEI;75;--;4.25;2.00
900000003850042175,FSV;1.74; FWD W;ZWEI;75;--;4.25;1.75
900000003850042150,FSV;1.74; FWD W;ZWEI;75;--;4.25;1.50
900000003850042125,FSV;1.74; FWD W;ZWEI;75;--;4.25;1.25
900000003850042100,FSV;1.74; FWD W;ZWEI;75;--;4.25;1.00
900000003850042075,FSV;1.74; FWD W;ZWEI;75;--;4.25;0.75
900000003850042050,FSV;1.74; FWD W;ZWEI;75;--;4.25;0.50
900000003850042025,FSV;1.74; FWD W;ZWEI;75;--;4.25;0.25
900000003850042000,FSV;1.74; FWD W;ZWEI;75;--;4.25;0.00
900000003850040200,FSV;1.74; FWD W;ZWEI;75;--;4.00;2.00
900000003850040175,FSV;1.74; FWD W;ZWEI;75;--;4.00;1.75
900000003850040150,FSV;1.74; FWD W;ZWEI;75;--;4.00;1.50
900000003850040125,FSV;1.74; FWD W;ZWEI;75;--;4.00;1.25
900000003850040100,FSV;1.74; FWD W;ZWEI;75;--;4.00;1.00
900000003850040075,FSV;1.74; FWD W;ZWEI;75;--;4.00;0.75
900000003850040050,FSV;1.74; FWD W;ZWEI;75;--;4.00;0.50
900000003850040025,FSV;1.74; FWD W;ZWEI;75;--;4.00;0.25
900000003850040000,FSV;1.74; FWD W;ZWEI;75;--;4.00;0.00
900000003850037200,FSV;1.74; FWD W;ZWEI;75;--;3.75;2.00
900000003850037175,FSV;1.74; FWD W;ZWEI;75;--;3.75;1.75
900000003850037150,FSV;1.74; FWD W;ZWEI;75;--;3.75;1.50
900000003850037125,FSV;1.74; FWD W;ZWEI;75;--;3.75;1.25
900000003850037100,FSV;1.74; FWD W;ZWEI;75;--;3.75;1.00
900000003850037075,FSV;1.74; FWD W;ZWEI;75;--;3.75;0.75
900000003850037050,FSV;1.74; FWD W;ZWEI;75;--;3.75;0.50
900000003850037025,FSV;1.74; FWD W;ZWEI;75;--;3.75;0.25
900000003850037000,FSV;1.74; FWD W;ZWEI;75;--;3.75;0.00
900000003850035200,FSV;1.74; FWD W;ZWEI;75;--;3.50;2.00
900000003850035175,FSV;1.74; FWD W;ZWEI;75;--;3.50;1.75
900000003850035150,FSV;1.74; FWD W;ZWEI;75;--;3.50;1.50
900000003850035125,FSV;1.74; FWD W;ZWEI;75;--;3.50;1.25
900000003850035100,FSV;1.74; FWD W;ZWEI;75;--;3.50;1.00
900000003850035075,FSV;1.74; FWD W;ZWEI;75;--;3.50;0.75
900000003850035050,FSV;1.74; FWD W;ZWEI;75;--;3.50;0.50
900000003850035025,FSV;1.74; FWD W;ZWEI;75;--;3.50;0.25
900000003850035000,FSV;1.74; FWD W;ZWEI;75;--;3.50;0.00
900000003850032200,FSV;1.74; FWD W;ZWEI;75;--;3.25;2.00
900000003850032175,FSV;1.74; FWD W;ZWEI;75;--;3.25;1.75
900000003850032150,FSV;1.74; FWD W;ZWEI;75;--;3.25;1.50
900000003850032125,FSV;1.74; FWD W;ZWEI;75;--;3.25;1.25
900000003850032100,FSV;1.74; FWD W;ZWEI;75;--;3.25;1.00
900000003850032075,FSV;1.74; FWD W;ZWEI;75;--;3.25;0.75
900000003850032050,FSV;1.74; FWD W;ZWEI;75;--;3.25;0.50
900000003850032025,FSV;1.74; FWD W;ZWEI;75;--;3.25;0.25
900000003850032000,FSV;1.74; FWD W;ZWEI;75;--;3.25;0.00
900000003850030200,FSV;1.74; FWD W;ZWEI;75;--;3.00;2.00
900000003850030175,FSV;1.74; FWD W;ZWEI;75;--;3.00;1.75
900000003850030150,FSV;1.74; FWD W;ZWEI;75;--;3.00;1.50
900000003850030125,FSV;1.74; FWD W;ZWEI;75;--;3.00;1.25
900000003850030100,FSV;1.74; FWD W;ZWEI;75;--;3.00;1.00
900000003850030075,FSV;1.74; FWD W;ZWEI;75;--;3.00;0.75
900000003850030050,FSV;1.74; FWD W;ZWEI;75;--;3.00;0.50
900000003850030025,FSV;1.74; FWD W;ZWEI;75;--;3.00;0.25
900000003850030000,FSV;1.74; FWD W;ZWEI;75;--;3.00;0.00
900000003850027200,FSV;1.74; FWD W;ZWEI;75;--;2.75;2.00
900000003850027175,FSV;1.74; FWD W;ZWEI;75;--;2.75;1.75
900000003850027150,FSV;1.74; FWD W;ZWEI;75;--;2.75;1.50
900000003850027125,FSV;1.74; FWD W;ZWEI;75;--;2.75;1.25
900000003850027100,FSV;1.74; FWD W;ZWEI;75;--;2.75;1.00
900000003850027075,FSV;1.74; FWD W;ZWEI;75;--;2.75;0.75
900000003850027050,FSV;1.74; FWD W;ZWEI;75;--;2.75;0.50
900000003850027025,FSV;1.74; FWD W;ZWEI;75;--;2.75;0.25
900000003850027000,FSV;1.74; FWD W;ZWEI;75;--;2.75;0.00
900000003850025200,FSV;1.74; FWD W;ZWEI;75;--;2.50;2.00
900000003850025175,FSV;1.74; FWD W;ZWEI;75;--;2.50;1.75
900000003850025150,FSV;1.74; FWD W;ZWEI;75;--;2.50;1.50
900000003850025125,FSV;1.74; FWD W;ZWEI;75;--;2.50;1.25
900000003850025100,FSV;1.74; FWD W;ZWEI;75;--;2.50;1.00
900000003850025075,FSV;1.74; FWD W;ZWEI;75;--;2.50;0.75
900000003850025050,FSV;1.74; FWD W;ZWEI;75;--;2.50;0.50
900000003850025025,FSV;1.74; FWD W;ZWEI;75;--;2.50;0.25
900000003850025000,FSV;1.74; FWD W;ZWEI;75;--;2.50;0.00
900000003850022200,FSV;1.74; FWD W;ZWEI;75;--;2.25;2.00
900000003850022175,FSV;1.74; FWD W;ZWEI;75;--;2.25;1.75
900000003850022150,FSV;1.74; FWD W;ZWEI;75;--;2.25;1.50
900000003850022125,FSV;1.74; FWD W;ZWEI;75;--;2.25;1.25
900000003850022100,FSV;1.74; FWD W;ZWEI;75;--;2.25;1.00
900000003850022075,FSV;1.74; FWD W;ZWEI;75;--;2.25;0.75
900000003850022050,FSV;1.74; FWD W;ZWEI;75;--;2.25;0.50
900000003850022025,FSV;1.74; FWD W;ZWEI;75;--;2.25;0.25
900000003850022000,FSV;1.74; FWD W;ZWEI;75;--;2.25;0.00
900000003850020200,FSV;1.74; FWD W;ZWEI;75;--;2.00;2.00
900000003850020175,FSV;1.74; FWD W;ZWEI;75;--;2.00;1.75
900000003850020150,FSV;1.74; FWD W;ZWEI;75;--;2.00;1.50
900000003850020125,FSV;1.74; FWD W;ZWEI;75;--;2.00;1.25
900000003850020100,FSV;1.74; FWD W;ZWEI;75;--;2.00;1.00
900000003850020075,FSV;1.74; FWD W;ZWEI;75;--;2.00;0.75
900000003850020050,FSV;1.74; FWD W;ZWEI;75;--;2.00;0.50
900000003850020025,FSV;1.74; FWD W;ZWEI;75;--;2.00;0.25
900000003850020000,FSV;1.74; FWD W;ZWEI;75;--;2.00;0.00
900000003840097025,FSV;1.74; FWD W;ZWEI;70;--;9.75;0.25
900000003840097000,FSV;1.74; FWD W;ZWEI;70;--;9.75;0.00
900000003840095050,FSV;1.74; FWD W;ZWEI;70;--;9.50;0.50
900000003840095025,FSV;1.74; FWD W;ZWEI;70;--;9.50;0.25
900000003840095000,FSV;1.74; FWD W;ZWEI;70;--;9.50;0.00
900000003840092075,FSV;1.74; FWD W;ZWEI;70;--;9.25;0.75
900000003840092050,FSV;1.74; FWD W;ZWEI;70;--;9.25;0.50
900000003840092025,FSV;1.74; FWD W;ZWEI;70;--;9.25;0.25
900000003840092000,FSV;1.74; FWD W;ZWEI;70;--;9.25;0.00
900000003840090100,FSV;1.74; FWD W;ZWEI;70;--;9.00;1.00
900000003840090075,FSV;1.74; FWD W;ZWEI;70;--;9.00;0.75
900000003840090050,FSV;1.74; FWD W;ZWEI;70;--;9.00;0.50
900000003840090025,FSV;1.74; FWD W;ZWEI;70;--;9.00;0.25
900000003840090000,FSV;1.74; FWD W;ZWEI;70;--;9.00;0.00
900000003840087125,FSV;1.74; FWD W;ZWEI;70;--;8.75;1.25
900000003840087100,FSV;1.74; FWD W;ZWEI;70;--;8.75;1.00
900000003840087075,FSV;1.74; FWD W;ZWEI;70;--;8.75;0.75
900000003840087050,FSV;1.74; FWD W;ZWEI;70;--;8.75;0.50
900000003840087025,FSV;1.74; FWD W;ZWEI;70;--;8.75;0.25
900000003840087000,FSV;1.74; FWD W;ZWEI;70;--;8.75;0.00
900000003840085150,FSV;1.74; FWD W;ZWEI;70;--;8.50;1.50
900000003840085125,FSV;1.74; FWD W;ZWEI;70;--;8.50;1.25
900000003840085100,FSV;1.74; FWD W;ZWEI;70;--;8.50;1.00
900000003840085075,FSV;1.74; FWD W;ZWEI;70;--;8.50;0.75
900000003840085050,FSV;1.74; FWD W;ZWEI;70;--;8.50;0.50
900000003840085025,FSV;1.74; FWD W;ZWEI;70;--;8.50;0.25
900000003840085000,FSV;1.74; FWD W;ZWEI;70;--;8.50;0.00
900000003840082175,FSV;1.74; FWD W;ZWEI;70;--;8.25;1.75
900000003840082150,FSV;1.74; FWD W;ZWEI;70;--;8.25;1.50
900000003840082125,FSV;1.74; FWD W;ZWEI;70;--;8.25;1.25
900000003840082100,FSV;1.74; FWD W;ZWEI;70;--;8.25;1.00
900000003840082075,FSV;1.74; FWD W;ZWEI;70;--;8.25;0.75
900000003840082050,FSV;1.74; FWD W;ZWEI;70;--;8.25;0.50
900000003840082025,FSV;1.74; FWD W;ZWEI;70;--;8.25;0.25
900000003840082000,FSV;1.74; FWD W;ZWEI;70;--;8.25;0.00
900000003840100000,FSV;1.74; FWD W;ZWEI;70;--;10.00;0.00
900000003830150000,FSV;1.74; FWD W;ZWEI;65;--;15.00;0.00
900000003830145000,FSV;1.74; FWD W;ZWEI;65;--;14.50;0.00
900000003830140000,FSV;1.74; FWD W;ZWEI;65;--;14.00;0.00
900000003830135000,FSV;1.74; FWD W;ZWEI;65;--;13.50;0.00
900000003830130000,FSV;1.74; FWD W;ZWEI;65;--;13.00;0.00
900000003830125000,FSV;1.74; FWD W;ZWEI;65;--;12.50;0.00
900000003830120000,FSV;1.74; FWD W;ZWEI;65;--;12.00;0.00
900000003830115000,FSV;1.74; FWD W;ZWEI;65;--;11.50;0.00
900000003830110000,FSV;1.74; FWD W;ZWEI;65;--;11.00;0.00
900000003830105000,FSV;1.74; FWD W;ZWEI;65;--;10.50;0.00
900000008650060075,FSV;1.67;SHMC;Shodo Pro;75;--;6.00;0.75
900000008650052050,FSV;1.67;SHMC;Shodo Pr;75;--;5.25;0.50
900000008650042075,FSV;1.67;SHMC;Shodo Pr;75;--;4.25;0.75
900000008640062075,FSV;1.67;SHMC;Shodo Pr;70;--;6.25;0.75
900000001950060100,FSV;1.67;KCC W;Pentax;75;--;6.00;1.00
900000001950060075,FSV;1.67;KCC W;Pentax;75;--;6.00;0.75
900000001950060050,FSV;1.67;KCC W;Pentax;75;--;6.00;0.50
900000001950060025,FSV;1.67;KCC W;Pentax;75;--;6.00;0.25
900000001950060000,FSV;1.67;KCC W;Pentax;75;--;6.00;0.00
900000001950057125,FSV;1.67;KCC W;Pentax;75;--;5.75;1.25
900000001950057100,FSV;1.67;KCC W;Pentax;75;--;5.75;1.00
900000001950057075,FSV;1.67;KCC W;Pentax;75;--;5.75;0.75
900000001950057050,FSV;1.67;KCC W;Pentax;75;--;5.75;0.50
900000001950057025,FSV;1.67;KCC W;Pentax;75;--;5.75;0.25
900000001950057000,FSV;1.67;KCC W;Pentax;75;--;5.75;0.00
900000001950055150,FSV;1.67;KCC W;Pentax;75;--;5.50;1.50
900000001950055125,FSV;1.67;KCC W;Pentax;75;--;5.50;1.25
900000001950055100,FSV;1.67;KCC W;Pentax;75;--;5.50;1.00
900000001950055075,FSV;1.67;KCC W;Pentax;75;--;5.50;0.75
900000001950055050,FSV;1.67;KCC W;Pentax;75;--;5.50;0.50
900000001950055025,FSV;1.67;KCC W;Pentax;75;--;5.50;0.25
900000001950055000,FSV;1.67;KCC W;Pentax;75;--;5.50;0.00
900000001950052175,FSV;1.67;KCC W;Pentax;75;--;5.25;1.75
900000001950052150,FSV;1.67;KCC W;Pentax;75;--;5.25;1.50
900000001950052125,FSV;1.67;KCC W;Pentax;75;--;5.25;1.25
900000001950052100,FSV;1.67;KCC W;Pentax;75;--;5.25;1.00
900000001950052075,FSV;1.67;KCC W;Pentax;75;--;5.25;0.75
900000001950052050,FSV;1.67;KCC W;Pentax;75;--;5.25;0.50
900000001950052025,FSV;1.67;KCC W;Pentax;75;--;5.25;0.25
900000001950052000,FSV;1.67;KCC W;Pentax;75;--;5.25;0.00
900000001950050200,FSV;1.67;KCC W;Pentax;75;--;5.00;2.00
900000001950050175,FSV;1.67;KCC W;Pentax;75;--;5.00;1.75
900000001950050150,FSV;1.67;KCC W;Pentax;75;--;5.00;1.50
900000001950050125,FSV;1.67;KCC W;Pentax;75;--;5.00;1.25
900000001950050100,FSV;1.67;KCC W;Pentax;75;--;5.00;1.00
900000001950050075,FSV;1.67;KCC W;Pentax;75;--;5.00;0.75
900000001950050050,FSV;1.67;KCC W;Pentax;75;--;5.00;0.50
900000001950050025,FSV;1.67;KCC W;Pentax;75;--;5.00;0.25
900000001950050000,FSV;1.67;KCC W;Pentax;75;--;5.00;0.00
900000001950047200,FSV;1.67;KCC W;Pentax;75;--;4.75;2.00
900000001950047175,FSV;1.67;KCC W;Pentax;75;--;4.75;1.75
900000001950047150,FSV;1.67;KCC W;Pentax;75;--;4.75;1.50
900000001950047125,FSV;1.67;KCC W;Pentax;75;--;4.75;1.25
900000001950047100,FSV;1.67;KCC W;Pentax;75;--;4.75;1.00
900000001950047075,FSV;1.67;KCC W;Pentax;75;--;4.75;0.75
900000001950047050,FSV;1.67;KCC W;Pentax;75;--;4.75;0.50
900000001950047025,FSV;1.67;KCC W;Pentax;75;--;4.75;0.25
900000001950047000,FSV;1.67;KCC W;Pentax;75;--;4.75;0.00
900000001950045200,FSV;1.67;KCC W;Pentax;75;--;4.50;2.00
900000001950045175,FSV;1.67;KCC W;Pentax;75;--;4.50;1.75
900000001950045150,FSV;1.67;KCC W;Pentax;75;--;4.50;1.50
900000001950045125,FSV;1.67;KCC W;Pentax;75;--;4.50;1.25
900000001950045100,FSV;1.67;KCC W;Pentax;75;--;4.50;1.00
900000001950045075,FSV;1.67;KCC W;Pentax;75;--;4.50;0.75
900000001950045050,FSV;1.67;KCC W;Pentax;75;--;4.50;0.50
900000001950045025,FSV;1.67;KCC W;Pentax;75;--;4.50;0.25
900000001950045000,FSV;1.67;KCC W;Pentax;75;--;4.50;0.00
900000001950042200,FSV;1.67;KCC W;Pentax;75;--;4.25;2.00
900000001950042175,FSV;1.67;KCC W;Pentax;75;--;4.25;1.75
900000001950042150,FSV;1.67;KCC W;Pentax;75;--;4.25;1.50
900000001950042125,FSV;1.67;KCC W;Pentax;75;--;4.25;1.25
900000001950042100,FSV;1.67;KCC W;Pentax;75;--;4.25;1.00
900000001950042075,FSV;1.67;KCC W;Pentax;75;--;4.25;0.75
900000001950042050,FSV;1.67;KCC W;Pentax;75;--;4.25;0.50
900000001950042025,FSV;1.67;KCC W;Pentax;75;--;4.25;0.25
900000001950042000,FSV;1.67;KCC W;Pentax;75;--;4.25;0.00
900000001950040200,FSV;1.67;KCC W;Pentax;75;--;4.00;2.00
900000001950040175,FSV;1.67;KCC W;Pentax;75;--;4.00;1.75
900000001950040150,FSV;1.67;KCC W;Pentax;75;--;4.00;1.50
900000001950040125,FSV;1.67;KCC W;Pentax;75;--;4.00;1.25
900000001950040100,FSV;1.67;KCC W;Pentax;75;--;4.00;1.00
900000001950040075,FSV;1.67;KCC W;Pentax;75;--;4.00;0.75
900000001950040050,FSV;1.67;KCC W;Pentax;75;--;4.00;0.50
900000001950040025,FSV;1.67;KCC W;Pentax;75;--;4.00;0.25
900000001950040000,FSV;1.67;KCC W;Pentax;75;--;4.00;0.00
900000001950037200,FSV;1.67;KCC W;Pentax;75;--;3.75;2.00
900000001950037175,FSV;1.67;KCC W;Pentax;75;--;3.75;1.75
900000001950037150,FSV;1.67;KCC W;Pentax;75;--;3.75;1.50
900000001950037125,FSV;1.67;KCC W;Pentax;75;--;3.75;1.25
900000001950037100,FSV;1.67;KCC W;Pentax;75;--;3.75;1.00
900000001950037075,FSV;1.67;KCC W;Pentax;75;--;3.75;0.75
900000001950037050,FSV;1.67;KCC W;Pentax;75;--;3.75;0.50
900000001950037025,FSV;1.67;KCC W;Pentax;75;--;3.75;0.25
900000001950037000,FSV;1.67;KCC W;Pentax;75;--;3.75;0.00
900000001950035200,FSV;1.67;KCC W;Pentax;75;--;3.50;2.00
900000001950035175,FSV;1.67;KCC W;Pentax;75;--;3.50;1.75
900000001950035150,FSV;1.67;KCC W;Pentax;75;--;3.50;1.50
900000001950035125,FSV;1.67;KCC W;Pentax;75;--;3.50;1.25
900000001950035100,FSV;1.67;KCC W;Pentax;75;--;3.50;1.00
900000001950035075,FSV;1.67;KCC W;Pentax;75;--;3.50;0.75
900000001950035050,FSV;1.67;KCC W;Pentax;75;--;3.50;0.50
900000001950035025,FSV;1.67;KCC W;Pentax;75;--;3.50;0.25
900000001950035000,FSV;1.67;KCC W;Pentax;75;--;3.50;0.00
900000001950032200,FSV;1.67;KCC W;Pentax;75;--;3.25;2.00
900000001950032175,FSV;1.67;KCC W;Pentax;75;--;3.25;1.75
900000001950032150,FSV;1.67;KCC W;Pentax;75;--;3.25;1.50
900000001950032125,FSV;1.67;KCC W;Pentax;75;--;3.25;1.25
900000001950032100,FSV;1.67;KCC W;Pentax;75;--;3.25;1.00
900000001950032075,FSV;1.67;KCC W;Pentax;75;--;3.25;0.75
900000001950032050,FSV;1.67;KCC W;Pentax;75;--;3.25;0.50
900000001950032025,FSV;1.67;KCC W;Pentax;75;--;3.25;0.25
900000001950032000,FSV;1.67;KCC W;Pentax;75;--;3.25;0.00
900000001950030200,FSV;1.67;KCC W;Pentax;75;--;3.00;2.00
900000001950030175,FSV;1.67;KCC W;Pentax;75;--;3.00;1.75
900000001950030150,FSV;1.67;KCC W;Pentax;75;--;3.00;1.50
900000001950030125,FSV;1.67;KCC W;Pentax;75;--;3.00;1.25
900000001950030100,FSV;1.67;KCC W;Pentax;75;--;3.00;1.00
900000001950030075,FSV;1.67;KCC W;Pentax;75;--;3.00;0.75
900000001950030050,FSV;1.67;KCC W;Pentax;75;--;3.00;0.50
900000001950030025,FSV;1.67;KCC W;Pentax;75;--;3.00;0.25
900000001950030000,FSV;1.67;KCC W;Pentax;75;--;3.00;0.00
900000001950027200,FSV;1.67;KCC W;Pentax;75;--;2.75;2.00
900000001950027175,FSV;1.67;KCC W;Pentax;75;--;2.75;1.75
900000001950027150,FSV;1.67;KCC W;Pentax;75;--;2.75;1.50
900000001950027125,FSV;1.67;KCC W;Pentax;75;--;2.75;1.25
900000001950027100,FSV;1.67;KCC W;Pentax;75;--;2.75;1.00
900000001950027075,FSV;1.67;KCC W;Pentax;75;--;2.75;0.75
900000001950027050,FSV;1.67;KCC W;Pentax;75;--;2.75;0.50
900000001950027025,FSV;1.67;KCC W;Pentax;75;--;2.75;0.25
900000001950027000,FSV;1.67;KCC W;Pentax;75;--;2.75;0.00
900000001950025200,FSV;1.67;KCC W;Pentax;75;--;2.50;2.00
900000001950025175,FSV;1.67;KCC W;Pentax;75;--;2.50;1.75
900000001950025150,FSV;1.67;KCC W;Pentax;75;--;2.50;1.50
900000001950025125,FSV;1.67;KCC W;Pentax;75;--;2.50;1.25
900000001950025100,FSV;1.67;KCC W;Pentax;75;--;2.50;1.00
900000001950025075,FSV;1.67;KCC W;Pentax;75;--;2.50;0.75
900000001950025050,FSV;1.67;KCC W;Pentax;75;--;2.50;0.50
900000001950025025,FSV;1.67;KCC W;Pentax;75;--;2.50;0.25
900000001950025000,FSV;1.67;KCC W;Pentax;75;--;2.50;0.00
900000001950022200,FSV;1.67;KCC W;Pentax;75;--;2.25;2.00
900000001950022175,FSV;1.67;KCC W;Pentax;75;--;2.25;1.75
900000001950022150,FSV;1.67;KCC W;Pentax;75;--;2.25;1.50
900000001950022125,FSV;1.67;KCC W;Pentax;75;--;2.25;1.25
900000001950022100,FSV;1.67;KCC W;Pentax;75;--;2.25;1.00
900000001950022075,FSV;1.67;KCC W;Pentax;75;--;2.25;0.75
900000001950022050,FSV;1.67;KCC W;Pentax;75;--;2.25;0.50
900000001950022025,FSV;1.67;KCC W;Pentax;75;--;2.25;0.25
900000001950022000,FSV;1.67;KCC W;Pentax;75;--;2.25;0.00
900000001950020200,FSV;1.67;KCC W;Pentax;75;--;2.00;2.00
900000001950020175,FSV;1.67;KCC W;Pentax;75;--;2.00;1.75
900000001950020150,FSV;1.67;KCC W;Pentax;75;--;2.00;1.50
900000001950020125,FSV;1.67;KCC W;Pentax;75;--;2.00;1.25
900000001950020100,FSV;1.67;KCC W;Pentax;75;--;2.00;1.00
900000001950020075,FSV;1.67;KCC W;Pentax;75;--;2.00;0.75
900000001950020050,FSV;1.67;KCC W;Pentax;75;--;2.00;0.50
900000001950020025,FSV;1.67;KCC W;Pentax;75;--;2.00;0.25
900000001950020000,FSV;1.67;KCC W;Pentax;75;--;2.00;0.00
900000001941020000,FSV;1.67;KCC W;Pentax;70;+-;2.00;0.00
900000001940070000,FSV;1.67;KCC W;Pentax;70;--;7.00;0.00
900000001940067025,FSV;1.67;KCC W;Pentax;70;--;6.75;0.25
900000001940067000,FSV;1.67;KCC W;Pentax;70;--;6.75;0.00
900000001940065050,FSV;1.67;KCC W;Pentax;70;--;6.50;0.50
900000001940065025,FSV;1.67;KCC W;Pentax;70;--;6.50;0.25
900000001940065000,FSV;1.67;KCC W;Pentax;70;--;6.50;0.00
900000001940062075,FSV;1.67;KCC W;Pentax;70;--;6.25;0.75
900000001940062050,FSV;1.67;KCC W;Pentax;70;--;6.25;0.50
900000001940062025,FSV;1.67;KCC W;Pentax;70;--;6.25;0.25
900000001940062000,FSV;1.67;KCC W;Pentax;70;--;6.25;0.00
900000001931060200,FSV;1.67;KCC W;Pentax;65;+-;6.00;2.00
900000001931060175,FSV;1.67;KCC W;Pentax;65;+-;6.00;1.75
900000001931060150,FSV;1.67;KCC W;Pentax;65;+-;6.00;1.50
900000001931060125,FSV;1.67;KCC W;Pentax;65;+-;6.00;1.25
900000001931060100,FSV;1.67;KCC W;Pentax;65;+-;6.00;1.00
900000001931060075,FSV;1.67;KCC W;Pentax;65;+-;6.00;0.75
900000001931060050,FSV;1.67;KCC W;Pentax;65;+-;6.00;0.50
900000001931060025,FSV;1.67;KCC W;Pentax;65;+-;6.00;0.25
900000001931060000,FSV;1.67;KCC W;Pentax;65;+-;6.00;0.00
900000001931057200,FSV;1.67;KCC W;Pentax;65;+-;5.75;2.00
900000001931057175,FSV;1.67;KCC W;Pentax;65;+-;5.75;1.75
900000001931057150,FSV;1.67;KCC W;Pentax;65;+-;5.75;1.50
900000001931057125,FSV;1.67;KCC W;Pentax;65;+-;5.75;1.25
900000001931057100,FSV;1.67;KCC W;Pentax;65;+-;5.75;1.00
900000001931057075,FSV;1.67;KCC W;Pentax;65;+-;5.75;0.75
900000001931057050,FSV;1.67;KCC W;Pentax;65;+-;5.75;0.50
900000001931057025,FSV;1.67;KCC W;Pentax;65;+-;5.75;0.25
900000001931057000,FSV;1.67;KCC W;Pentax;65;+-;5.75;0.00
900000001931055200,FSV;1.67;KCC W;Pentax;65;+-;5.50;2.00
900000001931055175,FSV;1.67;KCC W;Pentax;65;+-;5.50;1.75
900000001931055150,FSV;1.67;KCC W;Pentax;65;+-;5.50;1.50
900000001931055125,FSV;1.67;KCC W;Pentax;65;+-;5.50;1.25
900000001931055100,FSV;1.67;KCC W;Pentax;65;+-;5.50;1.00
900000001931055075,FSV;1.67;KCC W;Pentax;65;+-;5.50;0.75
900000001931055050,FSV;1.67;KCC W;Pentax;65;+-;5.50;0.50
900000001931055025,FSV;1.67;KCC W;Pentax;65;+-;5.50;0.25
900000001931055000,FSV;1.67;KCC W;Pentax;65;+-;5.50;0.00
900000001931052200,FSV;1.67;KCC W;Pentax;65;+-;5.25;2.00
900000001931052175,FSV;1.67;KCC W;Pentax;65;+-;5.25;1.75
900000001931052150,FSV;1.67;KCC W;Pentax;65;+-;5.25;1.50
900000001931052125,FSV;1.67;KCC W;Pentax;65;+-;5.25;1.25
900000001931052100,FSV;1.67;KCC W;Pentax;65;+-;5.25;1.00
900000001931052075,FSV;1.67;KCC W;Pentax;65;+-;5.25;0.75
900000001931052050,FSV;1.67;KCC W;Pentax;65;+-;5.25;0.50
900000001931052025,FSV;1.67;KCC W;Pentax;65;+-;5.25;0.25
900000001931052000,FSV;1.67;KCC W;Pentax;65;+-;5.25;0.00
900000001931050200,FSV;1.67;KCC W;Pentax;65;+-;5.00;2.00
900000001931050175,FSV;1.67;KCC W;Pentax;65;+-;5.00;1.75
900000001931050150,FSV;1.67;KCC W;Pentax;65;+-;5.00;1.50
900000001931050125,FSV;1.67;KCC W;Pentax;65;+-;5.00;1.25
900000001931050100,FSV;1.67;KCC W;Pentax;65;+-;5.00;1.00
900000001931050075,FSV;1.67;KCC W;Pentax;65;+-;5.00;0.75
900000001931050050,FSV;1.67;KCC W;Pentax;65;+-;5.00;0.50
900000001931050025,FSV;1.67;KCC W;Pentax;65;+-;5.00;0.25
900000001931050000,FSV;1.67;KCC W;Pentax;65;+-;5.00;0.00
900000001931047200,FSV;1.67;KCC W;Pentax;65;+-;4.75;2.00
900000001931047175,FSV;1.67;KCC W;Pentax;65;+-;4.75;1.75
900000001931047150,FSV;1.67;KCC W;Pentax;65;+-;4.75;1.50
900000001931047125,FSV;1.67;KCC W;Pentax;65;+-;4.75;1.25
900000001931047100,FSV;1.67;KCC W;Pentax;65;+-;4.75;1.00
900000001931047075,FSV;1.67;KCC W;Pentax;65;+-;4.75;0.75
900000001931047050,FSV;1.67;KCC W;Pentax;65;+-;4.75;0.50
900000001931047025,FSV;1.67;KCC W;Pentax;65;+-;4.75;0.25
900000001931047000,FSV;1.67;KCC W;Pentax;65;+-;4.75;0.00
900000001931045200,FSV;1.67;KCC W;Pentax;65;+-;4.50;2.00
900000001931045175,FSV;1.67;KCC W;Pentax;65;+-;4.50;1.75
900000001931045150,FSV;1.67;KCC W;Pentax;65;+-;4.50;1.50
